1,cos(MLT),sin(MLT),L,MLAT,cos(MLT) sin(MLT),cos(MLT) L,cos(MLT) MLAT,sin(MLT) L,sin(MLT) MLAT,L^2,L MLAT,MLAT^2
-2337.29813187,1184.28885193,-367.363746329,522.19596482,215.660906768,76.5153826094,-82.6006959369,-81.849024494,214.795093745,-35.5195699603,9.0760528297,-45.5997079172,0.75592315127
