1,cos(MLT),sin(MLT),L,MLAT,cos(MLT) sin(MLT),cos(MLT) L,cos(MLT) MLAT,sin(MLT) L,sin(MLT) MLAT,L^2,L MLAT,MLAT^2
510.036320592,206.011530538,294.206993886,-64.5797797207,-48.7676607593,27.8971126913,-26.1898718138,-5.74073926557,-27.6877326195,-10.6820022981,0.269968541934,4.32615707701,0.933513453137
